tenant_id,full_name,email,phone,city,property_type,preferred_language,tenant_age,lease_start_date,lease_end_date,lease_duration_months,days_to_expiry,years_at_property,monthly_rent,rent_increase_pct,market_rent_ratio,nearby_vacancy_rate,late_payments,missed_payments,avg_days_late,payment_consistency,maintenance_requests,unresolved_issues,avg_resolution_days,engagement_score,satisfaction_score,complaints_filed,response_rate,portal_logins_last_30d,communication_score,sentiment_score,will_not_renew
T02618,Dishani Ganesh,aarna76@example.com,00244156488,Bangalore,2BHK,Kannada,26,2022-01-12,2024-01-02,24,-181,2.5,50340,0.5,0.862,0.153,1,13,30.1,0.129,2,0,14.1,0.568,2.3,2,0.674,5,0.539,-0.139,1
T02619,Jivika Grewal,borrakartik@example.org,00479287272,Kolkata,Villa,Hindi,50,2022-11-25,2023-05-24,6,-404,1.6,30757,10.8,1.051,0.168,3,1,12.8,0.75,0,0,8.7,0.881,6.7,4,0.878,6,0.556,0.426,0
T02620,Mahika Ganesan,nityarout@example.org,+918089142616,Pune,Commercial,Tamil,57,2022-01-23,2024-01-13,24,-170,2.4,27593,14.1,1.269,0.105,4,10,22.3,0.2,3,2,3.9,0.546,5.5,2,0.468,9,0.793,0.035,1
T02621,Ira Chowdhury,taranraval@example.org,07285096370,Hyderabad,Apartment,Telugu,65,2021-04-15,2022-04-10,12,-813,3.2,11462,7.8,1.072,0.195,8,4,15.7,0.6,1,0,13.4,0.223,6.4,2,0.599,5,0.801,0.034,1
T02622,Riaan Kata,pgarg@example.net,+917949448022,Mumbai,3BHK,Hindi,57,2021-11-02,2022-10-28,12,-612,2.7,13982,4.1,0.888,0.148,6,3,14.3,0.636,1,0,14.8,1.0,8.4,0,0.73,7,0.615,-0.012,0
T02623,Vihaan Sankaran,renee67@example.net,00320062439,Hyderabad,2BHK,Kannada,50,2021-12-03,2022-06-01,6,-761,2.6,79531,0.2,0.97,0.16,1,0,15.0,0.969,0,0,12.5,0.717,8.0,0,0.798,6,0.896,0.774,0
T02624,Aayush Rege,barmanvedika@example.com,+911938061486,Delhi,2BHK,English,37,2021-12-20,2022-06-18,6,-744,2.5,34152,5.6,1.127,0.14,0,0,0.0,1.0,1,0,6.2,0.763,8.8,0,0.778,5,1.0,0.617,0
T02625,Sara Banik,jgade@example.net,+917154576310,Kolkata,Commercial,Telugu,33,2021-03-16,2023-03-06,24,-483,3.3,26453,5.0,1.248,0.117,4,3,15.1,0.756,1,0,9.9,0.738,7.9,1,0.818,5,0.644,0.746,0
T02626,Eshani Sachdev,mehulchaudhary@example.com,2063362986,Delhi,Studio,Hindi,27,2023-01-30,2023-07-29,6,-338,1.4,77148,7.9,1.048,0.032,3,4,23.7,0.389,8,3,10.2,0.325,4.3,4,0.533,1,0.576,-0.01,1
T02627,Hridaan Randhawa,pranay35@example.com,04737332497,Delhi,Studio,Kannada,52,2023-02-24,2023-08-23,6,-313,1.4,12604,14.5,0.949,0.096,4,3,17.1,0.412,2,1,15.8,0.417,5.9,6,0.825,3,0.744,0.22,1
T02628,Mohanlal Ramachandran,parinaazmahal@example.net,+913338629998,Delhi,2BHK,Tamil,28,2023-04-03,2024-03-28,12,-95,1.2,60034,9.8,1.056,0.109,1,5,27.3,0.312,4,1,13.2,0.414,7.2,0,0.79,2,0.947,-0.072,1
T02629,Hrishita Chadha,chiragzachariah@example.net,+915518186664,Kolkata,Villa,Kannada,65,2022-02-17,2022-08-16,6,-685,2.4,47221,11.1,1.24,0.093,5,2,13.3,0.69,1,1,5.9,0.673,6.5,5,0.697,1,0.858,0.102,1
T02630,Divit Chaudry,aurorajayesh@example.com,+911781249506,Pune,3BHK,Telugu,48,2021-12-26,2022-12-21,12,-558,2.5,66650,14.0,0.885,0.141,0,0,0.0,1.0,2,2,8.5,0.975,8.3,2,0.832,7,0.82,1.0,0
T02631,Miraya Jayaraman,saira81@example.org,4185150318,Bangalore,Studio,English,34,2021-03-01,2021-08-28,6,-1038,3.3,72793,10.7,0.827,0.182,0,0,0.0,1.0,0,0,12.0,0.826,9.6,0,0.959,10,1.0,1.0,0
T02632,Advik Thakur,madhup96@example.net,08662720258,Pune,Apartment,Kannada,48,2022-10-04,2023-09-29,12,-276,1.7,15694,3.6,1.011,0.117,0,0,0.0,1.0,1,1,3.3,0.762,9.3,0,0.886,8,1.0,0.715,0
T02633,Vihaan Kaul,borahvivaan@example.com,08370975482,Mumbai,Studio,Telugu,27,2021-06-21,2022-06-16,12,-746,3.0,72488,15.0,1.204,0.194,5,13,19.6,0.162,6,3,16.0,0.065,4.0,2,0.705,2,0.267,-0.913,1
T02634,Mahika Thaker,vanya59@example.com,1974876860,Mumbai,Commercial,Hindi,52,2022-04-17,2023-04-12,12,-446,2.2,44448,1.4,0.71,0.189,1,9,31.8,0.296,5,3,10.2,0.368,6.1,1,0.405,1,0.384,-0.381,1
T02635,Manikya Banik,mvenkatesh@example.com,+916579306112,Bangalore,2BHK,Hindi,50,2022-10-29,2024-10-18,24,109,1.7,51494,10.4,1.23,0.133,3,8,28.1,0.095,5,1,8.5,0.01,5.0,3,0.418,2,0.292,-0.384,1
T02636,Dishani Divan,shlok53@example.net,5511694087,Delhi,Apartment,Tamil,29,2021-10-06,2022-04-04,6,-819,2.7,21526,11.9,1.322,0.061,5,0,7.4,0.853,0,0,2.0,1.0,9.9,0,0.987,5,0.833,0.675,0
T02637,Yuvraj  Sarna,achadha@example.org,+918044796163,Hyderabad,2BHK,English,57,2022-05-20,2023-05-15,12,-413,2.1,14784,6.1,0.966,0.057,2,11,26.0,0.077,6,1,12.8,0.0,3.4,3,0.57,0,0.545,-0.598,1
T02638,Himmat Bhavsar,ibora@example.net,1665671458,Kolkata,Villa,Tamil,26,2021-04-27,2022-04-22,12,-801,3.2,25014,1.0,1.027,0.027,2,3,23.8,0.795,3,0,5.2,0.562,9.4,0,0.852,5,0.936,0.524,0
T02639,Neysa Balasubramanian,borahdrishya@example.net,0139078492,Pune,Commercial,Telugu,31,2022-05-07,2022-11-03,6,-606,2.2,30700,14.1,1.08,0.047,4,0,6.0,0.852,0,0,3.2,0.751,5.7,1,0.92,2,0.832,0.338,0
T02640,Tanya Bail,dashindrajit@example.com,0825291291,Pune,Studio,Tamil,39,2022-07-25,2023-01-21,6,-527,1.9,46529,1.5,0.862,0.161,1,0,3.0,0.958,1,0,11.1,0.814,8.1,1,0.825,7,0.94,0.06,0
T02641,Adah Baral,qrajagopalan@example.org,06561024590,Hyderabad,Studio,Hindi,61,2021-02-21,2022-02-16,12,-866,3.4,64747,5.2,1.004,0.107,7,2,11.2,0.732,3,0,12.0,0.254,6.2,3,0.747,4,0.618,0.22,0
T02642,Aniruddh Sachdev,yuvaanchauhan@example.org,5096822369,Hyderabad,3BHK,Hindi,61,2023-01-19,2023-07-18,6,-349,1.4,45979,11.5,1.068,0.029,0,0,0.0,1.0,0,0,11.0,0.618,8.7,3,0.739,6,0.818,0.312,0
T02643,Renee Dar,mohanlal85@example.org,+917973873841,Delhi,Villa,Hindi,35,2022-02-23,2023-02-18,12,-499,2.4,72506,10.5,1.092,0.089,3,1,12.5,0.828,2,0,14.3,0.688,7.0,0,0.873,6,1.0,0.496,0
T02644,Vivaan Thaman,aniruddhsinghal@example.org,+913902787780,Delhi,Studio,English,25,2022-09-26,2024-09-15,24,76,1.8,61618,0.5,1.069,0.075,4,8,21.2,0.091,3,1,13.6,0.078,4.8,2,0.743,1,0.602,-0.107,1
T02645,Indrajit Loke,qwali@example.com,+911616504909,Kolkata,Apartment,Hindi,61,2021-06-24,2021-12-21,6,-923,3.0,19113,2.2,1.188,0.195,2,12,31.6,0.297,4,1,6.0,0.066,4.1,2,0.514,2,0.684,-0.258,1
T02646,Dhanush Chokshi,ljaggi@example.net,06809717485,Bangalore,3BHK,English,46,2022-09-18,2024-09-07,24,68,1.8,12758,13.7,1.19,0.195,3,1,11.8,0.773,2,0,8.4,0.594,7.4,1,0.761,2,0.921,0.189,0
T02647,Manjari Dasgupta,chatterjeedivit@example.org,+916174544839,Delhi,Studio,English,31,2021-11-25,2023-11-15,24,-229,2.6,57515,11.9,1.118,0.17,4,0,10.0,0.875,2,0,9.8,0.856,9.9,0,0.995,5,1.0,0.596,0
T02648,Shray Hegde,chokshitiya@example.com,8077608766,Hyderabad,3BHK,Kannada,32,2021-01-28,2023-01-18,24,-530,3.4,24538,14.5,1.057,0.055,5,1,12.3,0.833,2,0,6.0,0.659,8.0,0,0.889,10,0.765,0.983,0
T02649,Lagan Majumdar,deyivan@example.net,06592791333,Bangalore,Commercial,Tamil,53,2023-05-22,2025-05-11,24,314,1.1,40383,12.2,0.941,0.073,2,8,22.1,0.0,1,1,10.0,0.039,5.5,2,0.619,1,0.494,-0.281,1
T02650,Ela Kumer,saksham37@example.com,08901642699,Delhi,Villa,Telugu,25,2022-12-17,2024-12-06,24,158,1.5,20998,13.1,0.933,0.04,4,4,19.9,0.368,2,1,15.5,0.0,4.0,2,0.67,0,0.458,-0.852,1
T02651,Rati Cherian,krishbasak@example.com,1236549316,Mumbai,Villa,Hindi,51,2022-05-16,2023-05-11,12,-417,2.1,23366,12.6,1.161,0.038,2,0,7.5,0.923,1,0,6.2,1.0,10.0,0,0.971,10,0.974,0.629,0
T02652,Azad Iyer,sanagoyal@example.org,+918689326772,Bangalore,Villa,English,64,2022-06-02,2023-05-28,12,-400,2.1,57200,11.9,1.399,0.163,4,5,19.4,0.462,5,2,4.7,0.551,5.4,3,0.777,3,0.647,-0.906,1
T02653,Rhea Bhasin,daliamyra@example.net,7083296786,Pune,Villa,Kannada,24,2022-05-18,2022-11-14,6,-595,2.1,38189,5.2,0.928,0.179,3,6,24.9,0.423,2,1,6.2,0.317,6.0,3,0.603,2,0.731,0.006,1
T02654,Divit Das,dhanush28@example.com,6220077201,Kolkata,Villa,Telugu,58,2021-11-02,2022-10-28,12,-612,2.7,71240,4.5,1.158,0.035,9,7,19.0,0.303,4,2,12.2,0.359,5.8,2,0.74,2,0.695,-0.076,1
T02655,Jayan Magar,ygara@example.com,03908270842,Pune,Villa,Tamil,58,2021-10-23,2023-10-13,24,-262,2.7,15812,1.4,1.182,0.161,4,17,24.3,0.0,1,0,16.9,0.259,3.0,2,0.503,1,0.552,-0.717,1
T02656,Nehmat Dara,eshanisubramaniam@example.com,3315282703,Mumbai,Apartment,English,22,2021-09-19,2023-09-09,24,-296,2.8,10167,9.8,1.326,0.085,3,8,23.4,0.441,2,0,6.3,0.235,4.9,3,0.679,5,0.682,-0.861,1
T02657,Kabir Dalal,alishadoshi@example.org,07704571632,Chennai,3BHK,Kannada,56,2022-05-10,2023-05-05,12,-423,2.1,54148,1.0,0.728,0.164,3,0,8.0,0.889,0,0,6.2,0.746,10.0,0,0.939,6,0.951,0.699,0
T02658,Mahika Bail,gbajwa@example.net,6715282277,Kolkata,Apartment,Tamil,45,2022-01-31,2022-07-30,6,-702,2.4,55560,7.3,1.262,0.078,4,7,21.5,0.4,3,1,16.4,0.222,6.7,1,0.637,3,0.648,-0.015,1
T02659,Mehul Butala,basakdishani@example.com,+916641046879,Delhi,2BHK,Telugu,46,2021-10-13,2023-10-03,24,-272,2.7,76430,3.0,1.126,0.164,5,6,21.3,0.5,3,1,4.2,0.509,6.2,1,0.707,2,0.714,-0.49,1
T02660,Anahita Balasubramanian,sbuch@example.net,04633615815,Kolkata,Apartment,Telugu,23,2022-12-26,2024-12-15,24,167,1.5,13353,14.6,1.019,0.189,1,8,24.8,0.105,4,2,7.5,0.2,3.6,0,0.444,1,0.602,0.022,1
T02661,Samar Hayre,tarajhanvi@example.net,07868685287,Delhi,2BHK,English,27,2023-03-06,2025-02-23,24,237,1.3,71158,14.1,1.397,0.103,2,1,10.3,0.765,4,1,15.1,0.371,7.8,1,0.8,2,0.829,0.039,0
T02662,Navya Mann,banikaarna@example.net,00160631982,Chennai,Studio,Tamil,26,2022-11-05,2023-10-31,12,-244,1.7,79400,4.5,1.071,0.141,3,1,11.8,0.762,3,0,8.7,0.658,6.5,2,0.755,8,0.7,0.259,0
T02663,Yuvraj  Kakar,vedika33@example.net,4379820119,Pune,Studio,Hindi,33,2022-05-25,2023-05-20,12,-408,2.1,17089,13.4,0.814,0.19,3,7,23.8,0.346,3,0,5.9,0.0,3.4,2,0.503,1,0.601,-0.595,1
T02664,Abram Bawa,shanayakapadia@example.com,8543118338,Bangalore,Villa,Telugu,29,2022-12-01,2023-05-30,6,-398,1.6,36456,4.0,0.701,0.071,2,3,21.6,0.6,1,0,11.2,0.601,7.5,0,0.665,3,0.668,0.098,0
T02665,Jhanvi Thaker,srivastavatarini@example.net,05656746190,Bangalore,Commercial,English,53,2021-08-07,2022-08-02,12,-699,2.9,77768,4.6,0.713,0.136,5,17,22.4,0.0,6,1,15.3,0.177,5.1,7,0.774,0,0.747,0.019,1
T02666,Devansh Sharma,fatehbhandari@example.org,2737885196,Chennai,3BHK,Kannada,57,2022-09-12,2023-03-11,6,-478,1.8,11355,8.7,1.244,0.076,4,1,10.4,0.727,4,1,7.2,0.734,7.7,1,0.879,7,0.636,-0.11,0
T02667,Rohan Issac,jtaneja@example.com,0689933808,Kolkata,Apartment,Hindi,47,2022-02-25,2024-02-15,24,-137,2.3,49995,4.2,1.04,0.1,5,16,24.7,0.0,3,1,12.5,0.079,1.5,2,0.523,0,0.382,-1.0,1
T02668,Neysa Balasubramanian,jdeol@example.net,+915564822616,Delhi,3BHK,Kannada,32,2021-01-04,2021-12-30,12,-914,3.5,63808,12.0,1.297,0.03,3,0,10.0,0.93,2,2,13.8,0.638,7.9,0,0.989,5,0.799,0.113,0
T02669,Himmat Datta,ranbirwable@example.org,+917259863300,Kolkata,3BHK,Kannada,54,2022-06-09,2024-05-29,24,-33,2.1,28616,15.0,1.268,0.068,4,0,11.2,0.846,3,0,13.8,0.715,8.1,0,0.689,10,0.807,1.0,0
T02670,Mamooty Vaidya,faiyaz14@example.org,02539364822,Delhi,Commercial,English,48,2022-08-07,2024-07-27,24,26,1.9,20952,14.5,0.908,0.057,2,5,17.1,0.5,2,1,5.0,0.56,7.5,4,0.568,3,0.892,0.612,1
T02671,Tanya Majumdar,mamootyramachandran@example.com,02964560918,Chennai,3BHK,Hindi,28,2022-05-11,2022-11-07,6,-602,2.1,28796,14.4,1.33,0.172,2,7,25.8,0.407,2,0,13.7,0.243,6.8,1,0.726,1,0.689,-0.357,1
T02672,Shaan Date,alia40@example.com,+911278813271,Bangalore,Villa,English,48,2021-09-07,2022-03-06,6,-848,2.8,28047,9.8,1.045,0.077,3,0,9.7,0.914,2,2,2.8,0.565,7.9,2,1.0,6,0.905,0.787,0
T02673,Tanya Hegde,ramavidur@example.org,5365427651,Delhi,Commercial,Tamil,62,2022-06-16,2023-06-11,12,-386,2.0,79503,3.8,1.048,0.07,3,13,22.4,0.0,7,2,7.6,0.163,4.9,4,0.506,3,0.365,-0.401,1
T02674,Vritika Bal,jtaneja@example.com,6335312998,Pune,3BHK,Tamil,62,2021-05-25,2022-05-20,12,-773,3.1,54166,1.3,0.952,0.163,7,15,22.2,0.026,4,2,12.7,0.0,4.6,6,0.529,0,0.803,-0.691,1
T02675,Lavanya Sandal,anay00@example.org,+918095418183,Delhi,Apartment,Hindi,29,2022-02-09,2022-08-08,6,-693,2.4,56632,13.1,0.84,0.126,6,9,21.6,0.2,6,3,11.4,0.114,5.4,1,0.579,1,0.976,-0.281,1
T02676,Indranil Tak,indranilguha@example.net,01411271141,Chennai,Apartment,Telugu,59,2022-09-22,2023-09-17,12,-288,1.8,64324,0.5,0.866,0.088,3,9,28.4,0.045,7,2,18.0,0.062,5.4,1,0.714,0,0.593,-0.41,1
T02677,Advik Chatterjee,ohanda@example.com,7338511211,Bangalore,Studio,Telugu,23,2022-02-28,2023-02-23,12,-494,2.3,38372,3.8,0.867,0.03,3,5,26.0,0.552,4,1,8.2,0.412,4.3,0,0.685,4,0.929,-0.069,1
T02678,Vardaniya Swamy,dmallick@example.org,+919744058489,Delhi,Studio,Hindi,58,2022-08-25,2024-08-14,24,44,1.9,19949,3.7,0.89,0.034,0,8,32.2,0.304,0,0,8.5,0.33,6.2,1,0.593,2,0.422,-0.575,1
T02679,Dhruv Sastry,devansh89@example.net,5434269277,Kolkata,3BHK,Kannada,29,2022-10-21,2024-10-10,24,101,1.7,26226,5.9,1.159,0.025,4,4,20.9,0.429,1,0,7.6,0.375,4.2,1,0.726,2,0.621,0.378,1
T02680,Saksham Sharaf,venkataramanshalv@example.org,5336855855,Chennai,2BHK,Kannada,61,2022-05-15,2024-05-04,24,-58,2.1,79270,11.8,1.021,0.198,3,4,22.1,0.577,3,1,14.3,0.109,5.3,2,0.655,2,0.772,-0.051,1
T02681,Saanvi Bhalla,qrattan@example.org,05988353407,Mumbai,3BHK,Tamil,44,2022-09-09,2023-03-08,6,-481,1.8,51666,6.9,1.175,0.034,6,10,23.8,0.0,5,1,11.6,0.156,3.5,3,0.586,1,0.43,-0.878,1
T02682,Keya Tak,ykapoor@example.com,07004123079,Chennai,Apartment,English,47,2023-03-28,2025-03-17,24,259,1.3,26418,3.7,1.014,0.057,2,7,26.3,0.0,4,2,7.8,0.295,2.9,2,0.375,0,0.446,-0.863,1
T02683,Miraya Sarna,vihaan94@example.net,+913187870461,Delhi,3BHK,Telugu,52,2021-12-27,2023-12-17,24,-197,2.5,48723,7.0,1.189,0.122,11,7,15.9,0.194,2,0,5.4,0.164,5.5,2,0.585,4,0.837,-1.0,1
T02684,Fateh Bahri,divijthakur@example.net,+911321620267,Kolkata,Commercial,English,64,2021-04-29,2022-04-24,12,-799,3.2,29017,4.0,0.94,0.129,4,12,24.1,0.282,5,2,11.0,0.456,5.5,6,0.706,1,0.28,-0.813,1
T02685,Zoya Kar,doraayesha@example.net,5886478237,Pune,Commercial,Kannada,45,2021-10-02,2023-09-22,24,-283,2.7,36516,4.3,0.982,0.093,2,0,8.5,0.941,0,0,2.1,1.0,8.8,0,1.0,6,0.981,0.862,0
T02686,Aniruddh Butala,swaminathanrania@example.org,9057746376,Pune,3BHK,Hindi,46,2022-09-11,2024-08-31,24,61,1.8,45461,12.7,0.771,0.18,2,1,8.7,0.818,3,2,9.2,0.435,8.4,1,0.881,1,0.572,0.698,0
T02687,Amira Halder,shalv08@example.net,08233508430,Bangalore,Villa,Kannada,42,2022-07-22,2024-07-11,24,10,1.9,12976,14.0,0.804,0.181,2,13,25.5,0.0,4,1,16.2,0.001,3.3,2,0.599,0,0.374,-0.718,1
T02688,Chirag Bera,daramanikya@example.net,04351326067,Pune,2BHK,Hindi,65,2023-03-01,2023-08-28,6,-308,1.3,71618,11.1,1.081,0.135,3,5,17.6,0.235,3,0,5.1,0.362,4.6,5,0.613,2,0.709,0.277,1
T02689,Zain Chaudhuri,azadbalakrishnan@example.com,09671706509,Mumbai,2BHK,English,42,2023-04-11,2024-04-05,12,-87,1.2,60364,1.7,0.923,0.034,0,0,0.0,1.0,0,0,1.9,1.0,9.2,1,0.868,8,1.0,0.97,0
T02690,Samar Vaidya,indrajit99@example.com,+911194132836,Kolkata,3BHK,Kannada,30,2023-03-30,2024-03-24,12,-99,1.3,60015,3.5,1.06,0.189,2,7,23.3,0.0,9,2,15.5,0.114,5.6,5,0.698,2,0.488,-0.621,1
T02691,Hansh Ray,bhamini72@example.net,+915197606034,Pune,Studio,Tamil,47,2022-01-06,2023-01-01,12,-547,2.5,25725,1.3,1.203,0.148,4,5,19.2,0.548,4,1,16.7,0.457,7.8,2,0.71,7,0.662,-0.646,1
T02692,Romil Brahmbhatt,purab22@example.com,+912030347147,Hyderabad,Villa,Telugu,42,2022-05-15,2022-11-11,6,-598,2.1,32252,9.7,0.878,0.123,1,7,27.8,0.423,2,0,13.7,0.206,4.4,2,0.534,2,0.807,0.47,1
T02693,Mahika Malhotra,stailor@example.net,7272738774,Delhi,3BHK,Telugu,43,2022-01-23,2024-01-13,24,-170,2.4,52048,10.7,1.077,0.027,4,8,23.4,0.333,2,0,12.9,0.111,3.7,5,0.589,3,0.653,-0.289,1
T02694,Rhea Gara,reyanshsarraf@example.com,01084577287,Delhi,3BHK,English,37,2022-07-09,2023-01-05,6,-543,2.0,78046,2.6,1.157,0.085,2,7,24.3,0.36,5,1,12.4,0.01,5.2,2,0.484,6,0.499,-0.327,1
T02695,Zain Lall,tthaman@example.net,+914327441925,Hyderabad,3BHK,English,31,2022-01-17,2023-01-12,12,-536,2.5,76739,14.0,0.783,0.102,6,5,17.2,0.467,1,0,10.8,0.77,6.8,1,0.862,8,0.945,0.623,0
T02696,Prisha Loyal,hiran71@example.net,4056168392,Chennai,3BHK,Tamil,38,2021-07-25,2022-07-20,12,-712,2.9,37050,5.5,0.855,0.173,1,0,4.0,0.972,0,0,7.3,0.991,10.0,0,0.83,12,1.0,1.0,0
T02697,Zoya Varghese,kismatchokshi@example.org,+913475050462,Pune,Apartment,Kannada,48,2022-04-06,2023-04-01,12,-457,2.2,43447,2.5,1.291,0.175,5,5,19.4,0.464,5,1,8.5,0.368,7.4,3,0.658,4,0.35,-0.054,1
T02698,Shamik Lad,indrans34@example.org,+912853264528,Mumbai,3BHK,Hindi,64,2022-10-14,2023-10-09,12,-266,1.7,60052,7.5,0.822,0.043,4,5,22.2,0.333,3,1,16.3,0.244,4.8,9,0.491,2,0.492,-0.204,1
T02699,Ivan Gera,dmand@example.org,03947185007,Delhi,2BHK,Hindi,51,2023-02-14,2025-02-03,24,217,1.4,69246,3.5,1.322,0.021,4,3,19.7,0.412,5,2,18.1,0.107,1.9,1,0.641,1,0.472,-0.558,1
T02700,Faiyaz Raj,krishnaabram@example.org,05894699752,Kolkata,2BHK,Telugu,35,2021-03-08,2023-02-26,24,-491,3.3,55541,8.6,0.936,0.08,7,12,22.3,0.244,3,0,16.0,0.299,5.0,1,0.551,2,0.658,-0.697,1
T02701,Reyansh Gandhi,dubefaiyaz@example.org,5145800079,Delhi,Villa,Hindi,36,2021-12-03,2022-11-28,12,-581,2.6,75941,6.2,1.159,0.031,4,11,25.7,0.188,2,1,11.4,0.392,4.7,0,0.661,4,0.456,0.059,1
T02702,Divyansh Bali,zbobal@example.com,4709829885,Bangalore,2BHK,Kannada,54,2021-05-29,2022-05-24,12,-769,3.1,72182,2.5,1.184,0.181,5,11,21.8,0.289,4,2,7.8,0.482,4.7,1,0.505,3,0.612,-0.912,1
T02703,Reyansh Dhillon,drishyasabharwal@example.net,+913693081803,Chennai,Villa,English,26,2022-05-13,2022-11-09,6,-600,2.1,38951,3.0,1.035,0.132,3,0,9.7,0.889,1,1,14.0,1.0,7.6,0,0.835,8,1.0,0.458,0
T02704,Himmat Sodhi,qyohannan@example.net,7253306779,Mumbai,Apartment,Telugu,55,2022-09-05,2024-08-25,24,55,1.8,49878,10.0,0.88,0.142,3,10,22.6,0.0,5,3,6.2,0.272,2.1,1,0.61,0,0.526,-0.354,1
T02705,Lavanya Dave,zroy@example.org,03403797622,Kolkata,Studio,Telugu,29,2021-06-19,2021-12-16,6,-928,3.0,60083,13.9,0.72,0.15,4,17,25.0,0.0,4,0,16.7,0.107,3.8,1,0.555,0,0.358,-0.704,1
T02706,Yuvaan Kapadia,ratishere@example.com,09658880290,Hyderabad,Villa,Kannada,39,2021-04-25,2021-10-22,6,-983,3.2,8254,4.9,0.992,0.033,9,5,18.3,0.513,3,1,5.2,0.482,6.0,1,0.784,6,0.921,0.397,0
T02707,Kiaan Ganesan,nirvaankale@example.net,6015434176,Delhi,Commercial,Kannada,39,2023-01-12,2025-01-01,24,184,1.5,24199,1.0,1.28,0.177,3,3,21.0,0.5,3,0,5.0,0.233,3.8,2,0.595,3,0.68,-0.784,1
T02708,Dhruv Karnik,pluthra@example.com,+911729925667,Hyderabad,Apartment,Telugu,44,2021-02-19,2021-08-18,6,-1048,3.4,72170,6.9,0.901,0.102,10,10,14.6,0.268,5,2,10.8,0.0,4.3,4,0.572,0,0.738,0.072,1
T02709,Reyansh Deshpande,rattibaiju@example.org,+912227970524,Delhi,Studio,Hindi,30,2022-10-09,2023-04-07,6,-451,1.7,28251,1.3,0.712,0.195,2,5,24.0,0.455,2,0,8.9,0.327,5.0,5,0.517,1,0.707,0.084,1
T02710,Advika Bumb,farhan83@example.com,+918436184481,Bangalore,Studio,Hindi,40,2021-01-01,2021-12-27,12,-917,3.5,25412,3.7,1.233,0.173,7,8,22.7,0.465,2,1,7.3,0.235,5.3,1,0.566,0,0.762,-0.522,1
T02711,Manikya Choudhry,reneesarma@example.net,2939934671,Delhi,3BHK,Kannada,62,2021-12-28,2023-12-18,24,-196,2.5,48107,12.0,1.146,0.152,4,5,22.0,0.548,3,2,8.1,0.518,4.9,3,0.654,7,0.759,0.02,1
T02712,Vanya Basu,shettyzaina@example.net,+910885362738,Delhi,Apartment,Hindi,40,2022-01-16,2022-07-15,6,-717,2.5,12658,4.9,1.075,0.114,6,7,17.5,0.333,1,1,7.6,0.569,5.4,0,0.745,2,0.457,-0.636,1
T02713,Raghav Kaur,indranssami@example.org,+915481691248,Mumbai,3BHK,Kannada,27,2021-08-23,2022-08-18,12,-683,2.9,65967,14.1,1.281,0.067,0,0,0.0,1.0,1,0,9.1,1.0,10.0,0,0.878,15,1.0,1.0,0
T02714,Divij Kala,vritikasanghvi@example.org,03703281997,Hyderabad,Villa,Telugu,40,2022-10-09,2024-09-28,24,89,1.7,34688,2.4,1.179,0.059,2,0,9.5,0.909,2,0,5.7,0.369,6.8,1,0.63,6,0.67,0.765,0
T02715,Renee Loke,sastryjayant@example.com,07374862008,Bangalore,Apartment,English,44,2021-12-06,2023-11-26,24,-218,2.6,72076,10.8,1.095,0.152,2,0,12.0,0.938,2,1,11.0,0.945,8.4,0,0.864,6,0.893,1.0,0
T02716,Neysa Verma,nchowdhury@example.net,09782466645,Hyderabad,Villa,English,64,2022-03-03,2024-02-21,24,-131,2.3,25534,4.9,1.24,0.04,3,0,7.3,0.897,0,0,2.8,0.791,9.0,1,0.997,6,0.953,1.0,0
T02717,Nirvi Gaba,pranayzachariah@example.org,+918873628202,Bangalore,Villa,Tamil,49,2021-06-11,2022-06-06,12,-756,3.1,69346,8.3,0.735,0.2,2,1,23.3,0.895,2,0,7.2,0.686,7.8,1,0.82,8,0.921,1.0,0
T02718,Jayant Kannan,sampathabram@example.org,+915622886420,Bangalore,Studio,Tamil,26,2021-02-23,2022-02-18,12,-864,3.4,70243,0.3,1.182,0.025,10,7,13.6,0.415,5,2,16.5,0.427,6.4,1,0.609,2,0.56,0.335,1
T02719,Ivana Randhawa,reyanshsaran@example.com,+919974382547,Kolkata,Studio,Kannada,31,2022-09-15,2023-03-14,6,-475,1.8,41581,14.9,1.209,0.046,2,1,9.7,0.818,1,0,12.1,0.912,8.0,2,0.826,7,0.868,1.0,0
T02720,Siya Sarraf,dgoel@example.com,08798700690,Mumbai,Studio,Telugu,34,2022-03-14,2022-09-10,6,-660,2.3,34316,0.6,1.031,0.194,3,6,21.3,0.483,0,0,15.9,0.219,5.1,0,0.64,0,0.355,-0.087,1
T02721,Tushar Rajan,saira04@example.net,+914717692515,Pune,3BHK,English,31,2021-03-31,2023-03-21,24,-468,3.3,39963,14.1,0.994,0.175,1,0,5.0,0.975,1,0,6.7,0.826,10.0,0,1.0,11,1.0,1.0,0
T02722,Alia Date,ojasbarad@example.com,01390796138,Bangalore,Studio,Telugu,43,2022-10-20,2024-10-09,24,100,1.7,40179,0.6,0.989,0.148,3,2,17.8,0.667,1,0,3.8,0.401,6.8,3,0.911,6,0.929,0.022,0
T02723,Nirvi Soman,sarakakar@example.org,+911588822530,Delhi,Apartment,Telugu,22,2022-04-28,2024-04-17,24,-75,2.2,64545,10.1,0.74,0.137,4,0,11.5,0.852,0,0,9.5,0.711,9.2,0,0.869,8,0.838,1.0,0
